0,theta,r
FAM71F1,5.2484,58.8462
FAM71F2,1.34833,47.0044
FAM74A1,4.74317,48.2076
FAM74A4,5.44016,41.69
FAM86C1,5.32907,41.8321
FAM90A1,5.1437,37.0024
FAM91A1,1.13921,42.8274
FASTKD1,0.996152,42.1618
FASTKD2,2.77855,41.4488
FASTKD3,6.11941,42.7089
FASTKD5,0.873054,42.2236
FDXACB1,5.67046,43.3152
FGFR1OP,4.66161,38.5545
FILIP1L,3.58508,57.993
FLYWCH1,5.24279,42.0132
FLYWCH2,3.0617,41.8933
FOXD4L1,5.06308,41.759
FOXD4L3,5.54501,42.0964
FOXD4L4,4.61832,58.3442
FOXD4L6,5.60249,41.7605
FOXRED1,1.97387,42.5267
FOXRED2,6.12028,42.9848
FRMD8P1,1.28072,46.7123
GABARAP,2.10876,40.724
GADD45A,3.24244,38.9763
GADD45B,3.10753,41.7704
GADD45G,4.23419,39.8082
GAGE12D,4.41293,47.5095
GAGE12F,4.41371,45.2494
GAGE12G,4.41914,45.0449
GAGE12I,4.4135,49.2289
GAGE12J,4.52388,46.8553
GAL3ST1,6.24276,43.1738
GAL3ST2,5.47496,57.9926
GAL3ST3,0.729057,48.0824
GAL3ST4,2.04244,48.2209
GALNT10,0.888471,47.2034
GALNT11,0.709511,41.9931
GALNT12,6.2314,41.2377
GALNT13,6.2826,46.6895
GALNT15,0.425252,42.4222
GALNT16,5.94732,43.6966
GALNT18,6.08901,42.6526
GATAD2A,4.3082,40.5125
GATAD2B,5.28933,39.5386
GNPNAT1,2.87669,41.6745
GOLGA6A,5.25705,40.1701
GOLGA6B,4.06519,48.6844
GOLGA6C,4.07245,48.4115
GOLGA6D,4.07599,48.4951
GOLGA7B,1.10465,44.3015
GOLGA8F,4.74422,41.2894
GOLGA8K,5.21642,48.4915
GOLGA8R,3.50316,48.7313
GOLPH3L,0.0773307,42.4027
GORASP1,1.85921,39.1916
GORASP2,4.51267,37.0883
GPALPP1,4.12731,42.1896
GPATCH1,3.90376,42.4508
GPATCH2,4.68735,44.6362
GPATCH4,3.76216,38.7097
GPATCH8,4.13643,41.8166
GPBP1L1,3.91587,40.1917
GPIHBP1,1.43787,57.9817
GPR137B,2.07676,44.2978
GPR37L1,0.513255,40.113
GPRASP1,4.4872,42.036
GPRASP2,5.23736,40.6333
GRAMD1A,0.15365,41.2001
GRAMD1B,0.11029,42.1181
GRAMD1C,0.106349,43.7842
GRAMD2A,0.638645,45.8567
GRAMD2B,0.644587,41.1327
GRID2IP,2.26059,58.0084
GRIPAP1,5.14528,39.1859
GTF2A1L,4.03714,45.3586
GTF2H2C,4.31567,43.6233
GTPBP10,3.69477,42.5644
GUCY1A1,1.99818,46.8159
GUCY1A2,5.61585,45.2041
GUCY1B1,1.99375,43.3598
HCFC1R1,2.57211,46.3619
HEATR5A,4.5999,43.9721
HEATR5B,1.22117,44.049
HEPACAM,2.98356,58.2246
HERPUD1,5.9333,42.9253
HERPUD2,0.453538,42.139
HIKESHI,1.96383,43.416
HIST3H3,5.49308,39.7492
HIST4H4,4.56655,39.7019
HLA-DMA,0.331505,45.6898
HLA-DMB,0.233363,44.3396
HLA-DOA,0.331595,45.1053
HLA-DOB,0.331595,57.9617
HLA-DRA,0.00723335,40.3071
HMGB1P1,1.46892,48.032
HMGB3P1,4.83919,47.512
HMGCLL1,1.3626,46.8317
HNRNPA0,3.25104,39.7365
HNRNPA1,3.14448,36.532
HNRNPA3,3.62499,38.7895
HNRNPAB,3.25206,41.1685
HNRNPDL,3.15258,39.1331
HNRNPH1,4.55187,38.1589
HNRNPH2,3.24939,39.3691
HNRNPH3,3.62366,40.3703
HNRNPLL,4.8288,39.1589
HORMAD1,5.74442,47.5545
HORMAD2,3.7777,48.6717
HRASLS2,0.247342,44.2552
HRASLS5,4.70322,45.0727
HSBP1L1,0.735509,42.9798
HSD11B1,0.127535,42.8517
HSD11B2,4.3682,58.1659
HSD17B1,5.65314,58.6073
HSD17B2,4.83148,47.0952
HSD17B3,2.64646,43.7728
HSD17B4,1.79018,41.6232
HSD17B6,0.0786537,42.5481
HSD17B7,0.88532,43.8371
HSD17B8,4.58317,42.8285
HSP90B1,2.02402,38.4647
HSPA12A,0.658228,41.7814
HSPA12B,5.4448,43.0462
HSPBAP1,4.9402,44.2131
HTATIP2,0.379314,41.0565
HTATSF1,3.87411,41.1987
IER3IP1,0.655201,39.6097
IFI27L1,0.728676,58.6945
IFITM10,2.5149,58.0902
IGF2BP1,3.09268,41.3084
IGF2BP2,3.09494,44.0395
IGF2BP3,2.67491,39.7087
IGHMBP2,3.16041,42.8958
IGLV2-8,1.79594,47.2861
IL12RB1,5.97318,41.3683
IL12RB2,6.00238,44.0783
IL13RA1,1.62219,44.3157
IL13RA2,0.756698,38.072
IL18RAP,0.770137,44.5216
IL22RA1,1.01306,43.8474
IL22RA2,0.891861,46.6364
INTS4P2,0.0693905,43.8372
IRF2BP1,4.43617,42.6851
IRF2BP2,4.45186,42.689
IRF2BPL,4.4509,42.9829
ISG20L2,3.70671,44.3944
ITGB3BP,3.77973,39.7741
JAKMIP1,5.17539,42.3416
JAKMIP2,5.05347,42.3863
KATNAL1,5.15202,42.4434
KATNAL2,3.22669,45.073
KATNBL1,5.23717,40.5187
KHDRBS1,1.53428,39.3193
KHDRBS2,5.8732,38.1413
KHDRBS3,5.56763,39.7978
KIR2DL1,1.15602,44.9086
KIR2DL2,0.0973863,49.0622
KIR2DL3,0.486519,39.5065
KIR2DL4,5.82383,43.2235
KIR2DS1,0.950162,46.548
KIR2DS2,0.971568,40.5207
KIR2DS3,0.701647,59.2764
KIR2DS4,0.108656,48.7128
KIR2DS5,0.971568,58.0672
KIR3DL1,0.9665,42.2304
KIR3DL2,0.347862,41.5778
KIR3DL3,0.542893,42.0694
KIR3DP1,0.973991,47.8986
KIR3DS1,2.06197,41.6567
KIRREL1,0.816157,41.5695
KIRREL2,6.08284,43.2771
KLHDC10,2.71279,44.5047
KLHDC7B,4.88935,41.7101
KLHDC8A,2.86522,42.6766
KLHDC8B,2.80299,46.3344
KREMEN1,5.64933,57.9822
KREMEN2,5.65456,46.5542
KRT8P12,5.53017,58.0175
KRTCAP2,1.44752,45.1686
KRTCAP3,5.74619,47.746
L3HYPDH,1.90547,42.2577
L3MBTL1,4.45354,41.167
L3MBTL2,4.56696,38.7148
L3MBTL3,4.38776,39.6719
L3MBTL4,5.17604,46.2146
LAMTOR1,1.28908,41.4232
LAMTOR2,1.34285,42.9966
LAMTOR3,1.2515,38.704
LAMTOR4,0.785691,43.0914
LAMTOR5,4.51283,40.8527
LAPTM4A,0.408766,43.9427
LAPTM4B,0.348675,40.7044
LDHAL6A,2.16979,41.6755
LDHAL6B,2.27818,41.8349
LDLRAD1,0.543142,41.073
LDLRAD4,1.39081,39.5618
LDLRAP1,4.28178,42.3326
LGALS12,4.59335,46.0266
LGALS13,5.3706,43.1286
LGALS14,5.20814,40.1734
LGALS7B,2.09179,42.7215
LGALS9B,5.86422,43.0825
LGALS9C,0.270598,40.9434
LRRFIP1,2.61122,40.8794
LRRFIP2,2.48182,41.2126
LURAP1L,3.17513,42.8458
LYPLAL1,1.82995,42.7645
MAB21L1,4.91252,43.1151
MAB21L2,5.58866,41.3417
MAB21L3,4.5369,41.2131
MACROD1,3.82868,42.4543
MADCAM1,0.355344,44.2836
MAGEA10,4.15866,40.3669
MAGEA11,4.76547,38.1413
MAGEA12,5.59832,41.4513
MAGEA2B,5.5572,41.6804
MAGEA9B,4.16912,45.5831
MAGEB10,3.73846,40.1006
MAGEB16,4.16574,48.7522
MAGEB18,5.16294,45.7048
MAGED4B,1.45556,43.2356
MAP3K10,1.78577,41.1047
MAP3K11,1.79145,40.8546
MAP3K12,1.77084,41.6055
MAP3K13,1.74067,43.2484
MAP3K14,3.42502,37.2322
MAP3K15,4.74455,46.0967
MAP3K19,1.66454,47.9789
MAP3K20,3.52929,40.0242
MAP3K21,2.9606,43.8047
MAPKAP1,3.04432,41.9176
MAPKBP1,5.45144,39.4598
MARCH10,2.92785,46.2759
METAP1D,4.45539,44.525
METTL13,2.05735,41.3707
METTL14,2.87846,44.5822
METTL15,0.955557,40.7745
METTL16,2.50503,44.7982
METTL17,5.54426,40.8053
METTL18,3.33001,44.7087
METTL22,2.2229,46.9645
METTL23,1.15512,46.8119
METTL25,4.51502,46.1008
METTL26,2.25792,58.0452
METTL27,4.86329,41.6956
METTL2A,1.24233,42.7482
METTL2B,1.21321,44.639
METTL7A,0.212362,45.2788
METTL7B,0.856714,44.8128
MFSD13A,5.41215,45.2711
MFSD14B,0.605172,39.0068
MFSD14C,0.72914,48.0041
MICALCL,1.35881,48.8193
MICALL1,2.79522,42.5875
MICALL2,1.76202,42.7616
MID1IP1,5.68593,43.1278
MIR17HG,3.5759,45.1697
MIR22HG,2.30513,58.0835
MIR3654,3.86827,46.4684
MORF4L1,4.27778,38.2846
MORF4L2,4.28164,38.8067
MOV10L1,2.6866,58.9864
MPV17L2,0.372057,45.2714
MRGPRX1,4.56258,48.4648
MRGPRX2,1.25775,46.7684
MRGPRX3,0.403932,58.4362
MRPS18A,2.76563,42.0294
MRPS18B,3.65817,40.1374
MRPS18C,3.68738,42.0881
MSANTD2,2.3475,46.0454
MSANTD4,5.89524,43.4254
MT-ATP6,2.89515,46.0341
MT-ATP8,0.125329,42.4383
MT-RNR2,0.0328777,45.4967
MTHFD1L,2.61863,42.0541
MTHFD2L,2.99511,44.5481
MYADML2,0.532662,43.6732
MYBBP1A,3.42792,38.8301
MYCBPAP,2.30744,45.6192
N4BP2L2,6.00116,40.852
NAALAD2,0.0952966,43.8868
NADSYN1,4.88311,42.8663
NANOGP8,4.83996,49.2207
NCKAP1L,3.47636,45.4893
NCKAP5L,3.00082,43.6007
NCKIPSD,4.53495,39.2279
NCR3LG1,0.317758,39.8222
NDUFA10,1.28497,40.1743
NDUFA11,5.74793,48.7393
NDUFA12,1.29846,39.3804
NDUFA13,1.24505,40.0222
NDUFAB1,4.90473,40.2837
NDUFAF1,1.23864,40.3807
NDUFAF2,0.523425,42.5673
NDUFAF3,1.3035,41.5804
NDUFAF4,1.24142,43.0547
NDUFAF5,1.24251,41.1962
NDUFAF6,5.36171,46.3057
NDUFAF7,1.28205,41.3135
NDUFAF8,1.24195,46.6293
NDUFB10,1.24747,40.8165
NDUFB11,1.24809,39.1071
NECTIN1,0.260325,44.8464
NECTIN2,5.40107,40.752
NECTIN3,5.44105,40.4296
NECTIN4,0.818903,41.7654
NEUROD1,4.19515,39.4061
NEUROD2,5.76254,46.4719
NEUROD4,4.78342,45.9304
NEUROG1,4.73316,47.0636
NEUROG2,4.88406,57.9534
NEUROG3,4.34083,40.2173
NFKBIL1,4.15626,41.1394
NKIRAS1,1.78689,43.864
NKIRAS2,3.32278,42.9137
NOSTRIN,5.87006,47.5697
NOXRED1,0.333879,58.0208
NR2C2AP,4.58797,43.9242
NSMCE4A,4.45026,42.2162
NSUN5P2,2.09422,58.3815
NUDT9P1,3.49716,47.5112
NUP210L,1.73789,48.1816
NUP62CL,4.75299,43.0809
ONECUT1,4.01214,45.6499
ONECUT3,4.51424,45.5876
OR10AG1,0.499712,45.625
OSBPL10,1.07968,46.1381
OSBPL11,1.47812,43.1323
OSBPL1A,2.67371,42.2935
OTULINL,0.440309,43.3528
PABPC1L,3.63457,58.17
PABPC4L,3.87294,42.8261
PACSIN1,2.51545,41.9239
PACSIN2,2.50418,41.2201
PACSIN3,2.50062,39.4199
PAK1IP1,3.74627,41.8086
PCDHA10,0.982608,41.9406
PCDHA11,0.98165,45.2494
PCDHA12,0.981901,40.6879
PCDHA13,0.978937,46.5629
PCDHAC1,0.305569,43.0861
PCDHAC2,0.324688,40.2993
PCDHB10,0.836244,46.4673
PCDHB11,0.270301,39.867
PCDHB12,5.33572,43.7174
PCDHB13,0.270301,58.014
PCDHB14,5.56783,42.0521
PCDHB15,3.46738,41.7238
PCDHB16,0.256977,40.6021
PCDHGA4,0.895019,46.8812
PCDHGA5,0.0859673,39.6081
PCDHGA7,0.246147,46.9601
PCDHGA8,0.0933579,47.9942
PCDHGA9,0.242046,45.8457
PCDHGB1,0.244794,39.0469
PCDHGB2,0.244794,58.1516
PCDHGB3,0.247962,45.8552
PCDHGB4,0.287983,39.4088
PCDHGB5,0.240992,46.8904
PCDHGC3,0.349563,40.5322
PCDHGC4,0.269251,45.8625
PCOLCE2,6.06312,43.1668
PCYOX1L,6.15526,43.8276
PDCD6IP,1.93765,39.0363
PDE4DIP,5.73543,37.3673
PGLYRP1,1.2775,44.6847
PGLYRP2,0.887431,48.5504
PGLYRP3,6.16744,44.1658
PGLYRP4,6.16744,57.9789
PHACTR1,4.77136,46.0507
PHACTR2,2.40051,44.0889
PHACTR3,1.86235,40.6953
PHACTR4,4.2464,42.4152
PHF20L1,4.45585,41.6631
PHYHIPL,1.09606,45.0142
PI4KAP1,1.74141,58.4959
PIK3AP1,1.55475,43.5745
PIK3C2A,2.45952,40.7568
PIK3C2B,1.59613,43.9899
PIK3C2G,4.86675,48.5167
PIK3IP1,0.360912,43.7541
PIKFYVE,1.82732,43.1506
PIP4K2A,4.20249,38.3142
PIP4K2B,4.2388,40.9332
PIP4K2C,4.24845,40.4455
PIP5K1A,3.483,40.2957
PIP5K1B,1.59289,45.3317
PIP5K1C,1.6033,42.6336
PITPNC1,0.741473,42.1051
PITPNM1,1.07904,43.5405
PITPNM2,1.07921,46.0191
PITPNM3,1.08128,45.4959
PLA2G10,5.7805,37.7899
PLA2G15,1.25935,48.2562
PLA2G16,1.0782,45.8705
PLA2G1B,1.05915,46.1079
PLA2G2A,6.19732,44.316
PLA2G2E,0.534577,48.713
PLA2G2F,5.79274,45.9618
PLA2G4A,1.71138,40.8428
PLA2G4D,6.07188,48.2185
PLA2G4E,4.90131,46.3085
PLEKHA1,0.752099,44.0445
PLEKHA2,5.60568,41.957
PLEKHA3,4.2348,43.8495
PLEKHA4,4.3367,44.2724
PLEKHA5,4.81808,42.7843
PLEKHA6,3.15829,46.9143
PLEKHA7,5.06365,41.7171
PLEKHA8,3.96389,44.9789
PLEKHB1,4.85148,44.0002
PLEKHB2,4.86596,39.8768
PLEKHF1,4.51972,44.254
PLEKHF2,4.41835,37.1527
PLEKHG1,4.29814,45.3309
PLEKHG2,1.65596,45.3958
PLEKHG3,2.47206,42.875
PLEKHG4,4.97619,39.2472
PLEKHG5,3.08809,43.0392
PLEKHG6,1.17254,41.4604
PLEKHH1,1.44428,47.0557
PLEKHH2,1.5186,46.4869
PLEKHH3,0.843384,43.2008
PLEKHJ1,0.86317,42.3675
PLEKHM1,2.36082,44.3459
PLEKHM2,2.00833,44.9489
PLEKHN1,5.19106,40.2071
PLEKHO1,3.69458,39.543
PLEKHO2,4.57896,42.0407
PLEKHS1,4.5843,46.0568
POGLUT1,6.1608,40.8296
POLDIP2,3.18662,42.5139
POLDIP3,5.55221,39.5466
POLR2J2,3.57748,44.7533
POLR2J3,3.57689,45.307
POLR3GL,3.57774,41.8272
POM121C,2.69123,43.5399
POMGNT1,0.0492059,41.1348
POMGNT2,6.185,41.8603
POU2AF1,4.91323,40.3051
PPFIBP1,2.57682,42.4488
PPFIBP2,4.48054,44.9601
PPIAL4A,2.42696,58.0825
PPIAL4C,0.983616,48.2574
PPIAL4E,0.982227,58.0706
PPIAL4G,0.982227,42.1037
PPIP5K1,3.6324,44.2813
PPIP5K2,3.16503,43.2746
PPP1R10,3.9342,41.7978
PPP1R11,2.31329,43.1319
PPP1R17,1.81317,47.3287
PPP1R18,5.15084,38.324
PPP1R1A,3.15557,41.9491
PPP1R1B,4.14927,40.8967
PPP1R1C,1.04162,46.66
PPP1R21,5.52485,40.8105
PPP1R26,3.94828,44.9934
PPP1R27,4.71136,43.768
PPP1R2B,5.26667,46.2705
PPP1R2C,3.93898,46.205
PPP1R32,5.07137,39.1309
PPP1R35,3.6399,44.4225
PPP1R36,3.94555,48.8912
PPP1R37,4.82347,42.7777
PPP1R3A,1.74217,43.6714
PPP1R3B,3.9438,42.1934
PPP1R3C,2.51116,41.268
PPP1R3D,3.94051,44.1507
PPP1R3E,3.94073,48.6317
PPP1R3F,3.58666,47.6816
PPP1R3G,3.94663,48.4722
PPP1R9A,2.47673,41.5328
PPP1R9B,2.453,41.6828
PPP2R1A,1.51346,36.2009
PPP2R1B,4.22864,39.4351
PPP2R2A,4.22837,39.8209
PPP2R2B,2.97469,40.3302
PPP2R2C,2.85585,40.2167
PPP2R2D,4.22337,38.4332
PPP2R3A,4.25303,41.7607
PPP2R3B,4.49116,42.1263
PPP2R3C,4.72759,41.3111
PPP2R5A,1.70677,40.7564
PPP2R5B,3.02719,43.3508
PPP2R5C,4.42921,39.7844
PPP2R5D,2.37842,39.0219
PPP2R5E,3.09457,40.2334
PPP4R3A,4.3586,38.9225
PPP4R3B,2.37469,40.8599
PRAMEF4,5.05034,48.8853
PRAMEF5,5.04967,47.2009
PRELID1,1.5778,46.384
PRIMPOL,5.80739,43.1689
PRKAR1A,5.688,38.6682
PRKAR1B,5.71104,37.809
PRKAR2A,5.70139,38.1955
PRKAR2B,5.68005,38.996
PRKRIP1,3.89415,44.1308
PROSER1,2.29485,58.2115
PROSER2,2.53069,41.097
PROSER3,5.06274,44.1499
PRPF38A,4.12665,42.0418
PRPF38B,4.13838,43.717
PRPF40A,3.69197,38.512
PRPF40B,2.10354,43.0677
PRPS1L1,2.54212,46.7918
PRPSAP1,3.67313,41.4068
PRPSAP2,2.54811,41.8831
PRR23D1,5.11454,48.5709
PRR23D2,5.11515,58.1742
PRSS3P2,2.0357,43.8223
PRSS46P,0.0156088,58.0162
PRTFDC1,5.8616,40.6522
PSMC3IP,3.98346,45.4143
PSTPIP1,5.8337,38.0187
PSTPIP2,1.22016,45.2265
PTPRCAP,2.59487,44.6292
PTTG1IP,0.430687,42.8314
PYROXD1,3.40588,44.5403
PYROXD2,4.09693,47.0402
R3HCC1L,2.64471,45.8
RAB3IL1,5.53066,40.1094
RAB40AL,3.45827,43.2885
RABGAP1,0.803883,41.1112
RABGEF1,5.78806,38.939
RABGGTA,1.35848,40.9789
RABGGTB,1.42081,39.079
RACGAP1,3.1007,37.959
RAD54L2,4.60651,40.7769
RALGAPB,3.32749,43.4298
RALGPS1,4.91528,47.0975
RALGPS2,2.96951,44.971
RANBP10,6.02368,40.6866
RANBP17,1.0225,44.0584
RANBP3L,5.54695,43.5256
RANGAP1,2.74754,38.5787
RAP1GAP,1.71768,42.2349
RAPGEF1,1.47578,41.7495
RAPGEF2,1.77932,40.7939
RAPGEF3,4.99237,43.0182
RAPGEF4,1.44628,44.6852
RAPGEF5,2.37328,41.3517
RAPGEF6,1.8132,42.9235
RARRES2,6.04036,46.4998
RARRES3,5.44632,44.6841
RASGRF1,1.84171,42.2254
RASGRF2,1.93773,39.5331
RASGRP1,1.65812,45.0558
RASGRP2,1.46554,44.507
RASGRP3,1.55813,43.1503
RASGRP4,2.06407,43.8735
RASL10A,2.39165,44.7288
RASL10B,4.00704,42.5754
RASL11B,5.92627,45.9177
RASSF10,5.5054,41.2716
RBBP8NL,4.51104,43.7542
RBMY1A1,5.57432,41.1115
RBMY2FP,4.76872,48.5903
RETREG1,0.823523,45.6533
RETREG2,0.114412,41.748
RETREG3,0.550639,37.3253
RHOBTB1,1.23213,42.0596
RHOBTB2,2.05899,43.9347
RHOBTB3,6.25614,40.7485
RIMBP3C,5.04798,41.4211
RIPPLY1,4.8275,40.071
RIPPLY2,4.89851,42.1897
RIPPLY3,4.57257,44.2133
RNASE10,0.779467,44.0448
RNASE11,3.08216,48.4745
RNASE12,0.33464,57.993
RNASE13,6.11551,43.0887
RNASEH1,0.537235,44.3449
RNASET2,1.30544,43.3837
RNF113A,4.0403,43.6352
RNF113B,3.8706,48.3827
RNF144A,0.404396,42.7129
RNF144B,4.82733,41.9858
RNPEPL1,0.813573,46.4835
RPGRIP1,5.29301,41.5378
RPL22L1,4.52637,44.2009
RPL26L1,3.76983,38.1752
RPL36AL,3.7366,40.6461
RPLP0P6,3.37316,38.8528
RPS10P5,3.37791,42.2541
RPS6KA1,2.3674,37.603
RPS6KA2,3.05936,37.8777
RPS6KA3,1.74959,37.988
RPS6KA4,3.05989,39.5307
RPS6KA5,4.0224,38.259
RPS6KA6,3.97742,39.8691
RPS6KB1,1.69985,38.1712
RPS6KB2,1.73058,40.978
RPS6KC1,2.54919,44.0082
RPS6KL1,4.63549,47.1835
RPSAP58,3.40615,43.1497
RSL24D1,3.75251,42.7994
RTN4IP1,3.12884,40.9033
RTN4RL1,5.41829,45.5221
RTN4RL2,0.103875,46.8078
RUNDC3A,5.21494,39.9408
RUNDC3B,1.41485,45.4982
RUNX1T1,5.1291,38.4913
S100A10,2.35324,40.0119
S100A11,2.81626,42.0011
S100A13,0.749302,42.1062
S100A14,0.940489,43.6142
S100A16,1.45807,40.8516
S100A7A,2.07261,44.159
S100PBP,4.33274,46.9603
SAP30BP,4.00085,41.8092
SCGB1A1,0.84365,43.6539
SCGB1C2,0.240102,48.9992
SCGB1D1,6.15069,38.6245
SCGB1D2,6.15221,43.3506
SCGB1D4,6.09599,41.1492
SCGB2A1,0.00972913,42.518
SCGB2A2,6.17385,38.7244
SCGB2B2,0.929689,48.7822
SCGB3A1,0.728296,48.248
SDCCAG8,4.68237,40.9214
SDR16C5,0.714059,42.6873
SDR39U1,2.00442,45.8534
SEC14L1,0.990449,43.4479
SEC14L2,1.52856,46.4046
SEC14L3,4.95875,46.9883
SEC14L4,4.95419,42.0131
SEC14L5,2.89945,48.6652
SEC23IP,2.39069,40.5644
SEC61A1,1.32926,40.0869
SEC61A2,1.36011,46.0207
SELENOF,2.02919,45.2554
SELENOH,3.54328,46.0583
SELENOI,5.92293,45.2193
SELENOK,0.497958,41.336
SELENOM,5.4713,42.9296
SELENON,6.17382,42.1105
SELENOO,0.904314,42.5811
SELENOS,0.754713,45.1633
SELENOT,0.190128,42.8
SELENOV,4.85121,43.2335
SEPSECS,3.79915,45.6568
SERINC1,0.145028,40.6464
SERINC2,0.531711,41.9672
SERINC3,1.42438,43.3088
SERTAD1,4.93164,41.0973
SERTAD2,4.75776,42.1066
SERTAD3,4.95273,40.4114
SERTAD4,4.22758,43.8758
SH3BGRL,2.32702,42.6987
SH3BP5L,3.08458,41.8137
SH3GLB1,2.53784,39.0738
SH3GLB2,2.56327,41.1373
SH3KBP1,1.75064,38.3761
SHARPIN,5.79913,41.7538
SHCBP1L,5.46545,58.0298
SHISAL1,0.521856,41.6481
SHROOM1,0.879817,58.1825
SHROOM3,3.47881,44.3587
SIGLEC1,0.95967,46.0809
SIGLEC5,0.297899,42.4811
SIGLEC6,4.72509,44.6856
SIGLEC7,1.15439,44.0125
SIGLEC8,0.370481,48.041
SIGLEC9,0.908721,44.2919
SIGMAR1,0.14417,45.3463
SINHCAF,4.41252,40.023
SIPA1L1,2.44786,42.456
SIPA1L2,4.49217,42.9452
SIPA1L3,2.45129,42.1244
SLC10A1,0.465592,38.5088
SLC10A2,0.628425,43.1619
SLC10A4,0.564877,45.5647
SLC10A6,0.600099,37.4217
SLC10A7,0.355483,43.0251
SLC11A1,4.07941,46.1487
SLC11A2,0.332982,45.7497
SLC12A1,1.42793,45.9494
SLC12A2,0.260572,41.5562
SLC12A3,1.1368,45.2798
SLC12A4,0.223494,40.8305
SLC12A5,1.18667,45.8936
SLC12A6,0.283428,42.1513
SLC12A7,0.438856,41.1663
SLC12A8,4.5304,46.795
SLC12A9,0.275942,41.6242
SLC13A2,0.303171,42.6858
SLC13A3,0.562796,44.4045
SLC13A4,0.431622,41.4477
SLC13A5,5.39268,42.75
SLC14A1,0.497206,43.7663
SLC14A2,0.542042,42.9908
SLC15A1,0.891435,39.0034
SLC15A2,5.3366,41.6717
SLC15A3,5.40623,45.428
SLC15A4,0.327407,43.508
SLC16A1,1.76886,44.1797
SLC16A2,0.456851,40.5165
SLC16A3,4.58108,42.9184
SLC16A4,0.5568,48.1498
SLC16A5,5.0892,46.195
SLC16A6,6.00197,44.543
SLC16A7,0.624901,42.7145
SLC16A8,1.37598,46.8002
SLC16A9,3.0757,46.0454
SLC17A2,0.288997,39.6214
SLC17A5,0.257474,46.914
SLC17A7,2.39669,48.3077
SLC17A8,0.441623,46.1977
SLC17A9,0.715497,44.6675
SLC18A1,0.444871,37.9323
SLC18A2,0.757156,40.9218
SLC18A3,0.57553,46.4736
SLC19A1,5.0954,47.2022
SLC19A2,0.108881,41.0803
SLC19A3,0.529869,43.2997
SLC20A1,0.332116,41.8712
SLC20A2,0.788755,43.4423
SLC22A1,0.858176,45.6902
SLC22A4,0.973471,58.7402
SLC22A5,5.47186,43.2261
SLC22A6,0.732574,41.6863
SLC22A8,1.62933,49.3689
SLC22A9,0.124147,38.9966
SLC23A1,5.41018,42.1179
SLC23A2,0.522825,44.5562
SLC23A3,5.62878,58.1258
SLC24A5,0.189771,45.1823
SLC25A1,3.31104,42.6676
SLC25A2,1.13119,45.5378
SLC25A3,1.36379,38.3031
SLC25A4,1.17759,41.06
SLC25A5,3.39523,39.4201
SLC25A6,1.01383,39.0789
SLC26A1,0.528426,58.0598
SLC26A2,0.255994,42.7679
SLC26A3,1.79216,46.6302
SLC26A5,6.07968,46.6017
SLC26A6,0.718397,40.8411
SLC26A8,1.75925,46.7763
SLC26A9,1.76715,58.6536
SLC27A1,1.81553,57.9866
SLC27A2,1.06945,40.2835
SLC27A3,0.238924,41.5399
SLC27A4,0.83199,43.337
SLC27A5,5.73064,48.3964
SLC27A6,0.314238,41.584
SLC29A1,0.285585,41.4451
SLC29A2,0.643399,41.8887
SLC29A3,1.42226,45.7819
SLC2A12,0.824748,39.2772
SLC2A13,0.452397,45.7656
SLC2A14,0.933331,44.3169
SLC30A1,0.229566,41.9811
SLC30A2,0.594325,39.3875
SLC30A3,0.493474,41.9525
SLC30A4,0.681553,40.3268
SLC30A5,0.0354052,40.8035
SLC30A6,0.0118611,41.5859
SLC30A7,0.0674072,42.1186
SLC30A8,0.49855,39.4495
SLC30A9,1.01916,43.2764
SLC31A1,0.314478,43.8236
SLC31A2,0.6118,58.5358
SLC32A1,1.17185,46.5671
SLC33A1,1.85055,39.854
SLC34A1,1.98581,46.0888
SLC34A2,0.480159,41.1952
SLC34A3,0.55598,45.7345
SLC35A1,0.554166,40.889
SLC35A2,5.45898,45.511
SLC35A4,0.451568,41.9392
SLC35A5,0.419445,43.0623
SLC35B1,0.609155,42.2523
SLC35B2,0.366298,40.1157
SLC35B4,0.545906,41.261
SLC35C1,0.387562,58.4635
SLC35C2,0.487689,38.7087
SLC35D3,1.33614,46.8204
SLC35E1,0.96733,41.1607
SLC35E3,0.47326,41.8439
SLC35E4,0.478128,42.7315
SLC35F1,0.446384,43.5327
SLC35F2,0.130774,43.3547
SLC35F5,6.28038,43.8784
SLC35F6,0.969508,40.1412
SLC35G1,0.470052,44.8663
SLC35G2,0.113228,42.313
SLC35G5,0.569162,58.1068
SLC36A1,0.254997,46.9454
SLC36A3,1.18521,48.3201
SLC37A3,0.850107,41.5812
SLC37A4,0.525796,48.6565
SLC38A1,0.418262,41.0468
SLC38A2,0.975375,41.3189
SLC38A3,0.44934,47.1099
SLC38A4,0.303504,46.4133
SLC38A5,1.16234,43.5784
SLC38A6,0.371166,43.3978
SLC38A7,0.482819,39.6412
SLC38A9,0.263068,43.1048
SLC39A1,0.149261,40.9873
SLC39A2,0.455859,40.0472
SLC39A3,0.214874,43.2644
SLC39A4,0.0856012,38.0412
SLC39A5,0.171297,39.904
SLC39A6,0.138007,42.3583
SLC39A7,5.39169,40.8885
SLC39A8,0.208895,41.1443
SLC39A9,0.466623,38.8088
SLC40A1,0.273728,46.8
SLC41A1,0.432104,40.8329
